belgeBeyanID,belgeBeyanAdi,belgeTur,istenenmi
18791,4925 KARAYOLU TAŞIMA İDARİ PARA CEZASI KARAR TUTANAĞI FORMU,DİGER FORMLAR,False
18902,PETROL KİRLİLİĞİNDEN DOĞAN ZARARIN HUKUKİ SORUMLULUĞU İLE İLGİLİ ULUSLARARASI SÖZLEŞME 1992 SERTİFİKASI (CLC92),SERTİFİKA,False
18936,UDHB AR-GE PROJESİ ÖN DEĞERLENDİRME SONUÇ YAZISI,YAZI,False
18950,UDHB AR-GE PROJESİ DESTEK SÖZLEŞMESİ,SÖZLEŞME/ANLAŞMA/PROTOKOL,False
18951,UDHB AR-GE PROJELERİ PROJE DEĞERLENDİRME SONUÇ YAZISI,YAZI,False
18961,UDHB AR-GE PROJESİ ÖN İNCELEME SONUÇ YAZISI,YAZI,False
19026,BİLGİ EDİNME CEVAP YAZISI,YAZI,False
19035,GEÇİCİ OLARAK TÜRK BAYRAĞINDAN ÇIKAN VE TÜRK BAYRAĞI ÇEKEN GEMİLER İÇİN UYGUNLUK YAZISI,YAZI,False
19187,BAĞLAMA KÜTÜĞÜ RUHSATNAMESİ,RUHSAT,False
19194,YETKİ BELGELİ FİRMA ŞUBE LİSTESİ,DİGER FORMLAR,False
20202,TEHLİKELİ MADDE GÜVENLİK DANIŞMANLIĞI KURULUŞLARININ YETKİ BELGESİ,YETKİ BELGESİ,False
20450,ADR EĞİTİMİ KATILIM SERTİFİKASI,SERTİFİKA,False
20463,DENİZ GÖZETİM YETKİLİSİ EĞİTİM KURULUŞU YETKİ BELGESİ,YETKİ BELGESİ,False
20464,DENİZ GÖZETİM YETKİLİSİ EĞİTİCİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
20489,TEHLİKELİ MADDE TAŞIMACILIĞI YILLIK İSTATİSTİK RAPORU,RAPOR,False
21962,BOĞAZ GEÇİŞ KOMİSYONU RAPORU,RAPOR,False
21968,DDGM EMNİYET FAALİYETLERİ YILLIK RAPORU,RAPOR,False
21975,BAKIMDAN SORUMLU KURULUŞ (ECM) SERTİFİKASI,SERTİFİKA,False
22005,YANGIN TEST LABORATUVARI YETKİ BELGESİ,YETKİ BELGESİ,False
22044,DDGM BAKIMDAN SORUMLU BİRİM SERTİFİKASI,SERTİFİKA,False
22070,FİZİBİLİTE VE MODELLEME RAPORU HAZIRLAYACAK KURULUŞA AİT YETKİ BELGESİ,YETKİ BELGESİ,False
22824,GEMİADAMI DENİZ HİZMET ÇİZELGESİ FORMU,DİGER FORMLAR,False
23449,İNŞA HALİNDEKİ GEMİLERE MAHSUS SİCİL YAPI KAYIT BELGESİ,TESCİL BELGESİ/FORMU,False
23493,BAĞLAMA KÜTÜĞÜ TERKİN BELGESİ,TESCİL BELGESİ/FORMU,False
23779,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI İÇİN ONAYLANMIŞ KURULUŞLARIN YETKİLENDİRİLME PROTOKOLÜ,PROTOKOL,False
23988,GEMİ ACENTESİ PERSONELİ TANITIM KARTI,TANITIM KARTI,False
25069,BARKODLU ARAÇ MUAYENE RAPORU,RAPOR FORM,False
25158,BALIKADAM BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
25160,BALIKADAM GAZ KARIŞIM YETERLİLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
25351,DB1-YOLCU TREN İŞLETMECİSİ YETKİ BELGESİ,YETKİ BELGESİ,False
25352,DE2-YÜK TAŞIMACILIĞI ACENTE YETKİ BELGESİ,YETKİ BELGESİ,False
25353,DE1-YOLCU TAŞIMACILIĞI ACENTE YETKİ BELGESİ,YETKİ BELGESİ,False
25354,DB2-YÜK TRENİ İŞLETMECİSİ YETKİ BELGESİ,YETKİ BELGESİ,False
